,Unnamed: 0,Sentence,Schema,Schema Slot,Negative Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
892,892,"On the other side of the paradox, more people keeping and bearing arms means there's a larger constituency to fight new gun control, so I'm not certain it really helps our opponents any.",03 Conflict,Side,Scale,gun control,,fight,gun control,Control of Guns,fight,Struggle,2875474,,
979,979,The NRA has cultivated this idea of a massive battle for gun rights.,03 Conflict,Side,Destination,gun rights,,battle,gun rights,Gun Rights,battle,War,2712011,,
652,652,"so it is your learned opinion that because left wing idiots in a state that is hostile to gun rights adopted a silly law, other left wing anti gun idiots in other states would not? actually, the NJ law has been proposed in other states. as I said, you constantly attack gun owners and then pretend we are paranoid that people like you might actually try to impose your hate through legislation",03 Conflict,Conflict,Right,gun owners,,attack,gun owners,Guns,attack,Struggle/War,2885643,,
847,847,"In overcoming the greater opponent of poverty, the Putnam City West Patriots are now able to better focus on their less fearsome opponent on Friday nights.",03 Conflict,Side,Winner,poverty,,opponent,poverty,Poverty,opponent,Competition/Game,3120979,,
827,827,"Benazir Bhutto may have been killed by terrorists, but the terrorists must not be allowed to kill democracy in Pakistan, said British Prime Minister Gordon Brown.",03 Conflict,Side,Degree,democracy,,kill,democracy,Democracy,kill,Animal,2659623,,
471,471,"As if these hurdles are not enough, there is the long-held, but incorrect, public perception that FDA erects regulatory barriers that block patients from getting investigational new drugs (INDs).",02 Journey,Barrier,Servant,regulatory barriers,* barriers,barriers,regulatory,Bureaucracy,barriers,Barrier,746607,,
383,383,"Every time someone protects taxation they protect violence, because taxation will never be voluntary.",01 Health and Safety,Threatened,Beneficial Plant,taxation,,protects,taxation,Taxation,protects,Protection,3125324,,
438,438,The government of Iraq today has advanced from the Hussein dictatorship and its partial democracy is one desirable development.,02 Journey,Agent,Side,government,,advanced,government,Government,advanced,Forward Movement,2665491,,
1288,1288,Can PowerPoint influence the ideas that shape our government?,05 Engineering and Business: Engineering,Built,Part Type,government,,shape,government,Government,shape,Shape,2461273,,
1015,1015,It has no other use than as a psychological victory for gun control ratifying and validating gun control.,03 Conflict,Winner,Scale,gun control,victory for [winner],victory for,gun control,Control of Guns,victory,Competition/Game/Struggle,2732198,,
1455,1455,Taxation steals wealth from productive citizens in order to benefit the preferred programs and constituencies of the governing class.,06 Morality and Justice,Criminal,Entity,Taxation,,steals,Taxation,Taxation,steals,Theft,2378530,,
251,251,"With the decision, CT advocates have dodged a bullet that many feared could have killed the promising new field of cardiac imaging with CT. (AuntMinnie.com)",01 Health and Safety,Threat,Domesticated Animal,bullet,,killed,bullet,Guns,killed,Physical Harm/War,3032143,,
1493,1493,"Druckenmiller added: ""The 50 percent law punishes democracy.""",06 Morality and Justice,Punished,Aid,democracy,punishes [punished],punishes,democracy,Democracy,punishes,Crime,155499,,
1586,1586,"In Ethiopia, democracy is in its infancy and it must be nurtured along by its leaders.",10 Human Life Cycle and Family Relations,Entity,Child,democracy,[entity] is in its infancy,infancy,democracy,Democracy,infancy,Life Stage,,,
1334,1334,"The malicious intent by these organizations to confuse voters, dilute the election results and undermine the primary process is wrong,"" he said.",05 Engineering and Business: Resource,Change Type,Entity,DEGRADE,,dilute,election results,Elections,dilute,Resource,3119005,,
702,702,Your silly denials are just that Obama has put people on the Supreme Court who have stated that individual citizens have no Second Amendment rights He has supported banning guns based on their features or looks He has supported complete gun registration and WHAT IS THE DOWNSIDE FOR pro rights advocates opposing any gun law your polished turd wants to pass?,03 Conflict,Enemy,Protection,gun law,,opposing,gun law,Control of Guns,opposing,Competition/Struggle,2884115,,
439,439,The reality is that firearm safety has not meaningfully advanced in the past century.,02 Journey,Agent,Level,firearm safety,,advanced,firearm safety,Guns,advanced,Forward Movement,3678562,,
195,195,Faculty benefited because the administration reduced the teaching load from twenty-one to fifteen hours.,01 Health and Safety,Threat,Cooling,the administration,,reduced,the administration,Bureaucracy,reduced,Physical Burden,2651466,,
2,2,"They forget what can happen when they allow the free flow of firearms into public places, especially forms of transportation.",01 Health and Safety,Beneficial,Weather Type,firearms,,flow,firearms,Guns,flow,Body of Water/Movement,2376948,,
343,343,Thomas defended voluntary poverty as good because it frees people from vices related to wealth.,01 Health and Safety,Threatened,Change,poverty,,defended,poverty,Poverty,defended,Protection,118521,,
1152,1152,"Guns prevent crime, guns assist crime, guns cause accidental deaths, guns turn minor disagreement into a deadly encounters.",04 Power and Control: Human,Leader,Experiment,crime,assist [leader],assist,guns,Guns,assist,Servant,2156127,,
6,6,"To regulate internal Jewish affairs and ensure the steady flow of taxes, the Parthian, or Arsacid, rulers (247 bceâ€“224 ce) had appointed in approximately 100 ce an exilarch, or ""head of the [Jews in] exile""--who claimed more direct Davidic descent than the Palestinian patriarch--to rule over the Jews as a quasi-prince.",01 Health and Safety,Beneficial,Child,taxes,,flow,taxes,Taxation,flow,Body of Water/Movement,171231,,
1247,1247,"Israeli Ambassador to the U.S. Daniel Ayalon told CNN Thursday night that Israel's attacks are intended to ""de-fang the Hezbollah so that they will not have the capabilities to launch their rockets ... and hopefully this will strengthen the Lebanese government so that they will exercise their sovereignty"" in the south of the country, where Hezbollah is virtually autonomous.",05 Engineering and Business: Engineering,Built,Posture,government,,strengthen,government,Government,strengthen,Building/Strength,465146,,
975,975,"They attack ""rich people"" while enjoying all the spoils of their luck, I have zero problems with earned wealth, but these clowns literally lucked out in life.",03 Conflict,Side,Beneficial Plant,rich people,,attack,rich people,Wealth,attack,War,2110177,,
1474,1474,"Then in 2000 when that strategy failed by and large, you wanted to make George W. Bush and Jeb Bush pay for ""stealing"" the 2000 election.",06 Morality and Justice,Property,Body,election,,stealing,election,Elections,stealing,Theft,1954047,,
1010,1010,But our goal after an election is won shouldn't be to rub it in the other party's face.,03 Conflict,Winner,Change,election,,won,election,Elections,won,Competition/Game,3515085,,
1765,1765,"China's industrial production for October rose by 15.7 percent, lower than 16.1 percent in September, data from the State Information Center. Now Chinese government is cooling the overly fast growing economy, and the falling of industrial production can ease the worry about the speedup of economic growth, expressed Michael Spencer, chief economist at Deutsche Bank Hong Kong branch. If the to-be-announced economic statistics show a slowed economic growth as the industrial production does, the central bank will unlikely raise the interest rates recently, concludedsome analysts.",14 Embodied Experience: Temperature,Cooling,Resource,the overly fast growing economy,cooling [cooling],cooling,government,Government,cooling,Temperature,1973699,,
1128,1128,"Emiliano Zapata (Marlon Brando), a Mexican Indian from Morelos, joins forces with Pancho Villa (Alan Reed) to overthrow the corrupt Mexican government.",04 Power and Control: Human,Leader,Child,government,,corrupt,government,Government,corrupt,Contamination,2092954,,
1075,1075,I am not saying I want to take you sacred guns away.I am just saying that there has to be a better way to buy and sell guns.I agree this shooting in Col. could not have been stopped but the one up here in Seattle could have because everyone knew the shooter was crazy and so was the one who shot Giffard.,04 Power and Control: God,God,Topic,guns,,sacred,guns,Guns,sacred,A God,2121290,,
1626,1626,"When horrible killings take place, gun control rockets up on the public agenda, Spitzer said.",12 High and Low,Agent,Movement,gun control,[agent] rockets,rockets up,gun control,Control of Guns,rockets,Upward Movement,2621517,,
1141,1141,The unelected civil bureaucracy oppresses the mom and pop businesses which are the backbone of this country.,04 Power and Control: Human,Leader,Laboratory,bureaucracy,,oppresses,bureaucracy,Bureaucracy,oppresses,Enslavement,152578,,
412,412,"In contrast, many slaveowners in the early nineteenth century defended a strong national government as the best bulwark against both slave revolts and the ""leveling tendencies"" of non-slaveholders.",01 Health and Safety,Threatened,Fire,government,,defended,government,Government,defended,Struggle/War,155717,,
656,656,World Development Report 2000/2001: Attacking Poverty.,03 Conflict,Conflict,Enemy,poverty,,attacking,Poverty,Poverty,Attacking,Struggle/War,2088824,,
238,238,Erekat: Israeli bullets are killing the peace process Palestinian negotiator Saeb Erekaton has accused Israel of burying the peace process after it escalated military operations in the Gaza Strip and killed over 500 Palestinians.,01 Health and Safety,Threat,Clothing Type,bullets,,killing,bullets,Guns,killing,Physical Harm,3014047,,
182,182,There are many proven strategies to guard your wealth against the devastation of taxation.,01 Health and Safety,Threat,Component,taxation,,devastation,taxation,Taxation,devastation,Natural Physical Force,159628,,
522,522,The CDC was producing bogus research to promote and advance gun control with out evidence of pubic safety being increased with public money.,02 Journey,Change,Torch,gun control,advance [change],,gun control,Control of Guns,advance,Forward Movement,,,
